"Region","Risk_Type","Lag","mean_sim","sd_sim","q025","q975"
"LIC","Geophysical",4,-0.0917220025643673,0.295731206135338,-0.637160750689396,0.462704795383224
"LIC","Geophysical",5,-0.139789881037521,0.262076498188461,-0.613888401788922,0.368460833834621
"LIC","Tech",-5,0.195442815924153,0.0751311068116577,0.0471899290815433,0.34588211821674
"LIC","Tech",-4,0.00211355345198471,0.0950582236475693,-0.189375013933102,0.193801089159056
"LIC","Tech",-3,0.00315135521064232,0.11779436085498,-0.229481014942717,0.238433671957092
"LIC","Tech",-2,0.00254661176176822,0.166626487301969,-0.31299913933563,0.330525447753538
"LIC","Tech",-1,0.00313568247112108,0.338843708442717,-0.658431492690311,0.655864156172399
"LIC","Tech",1,-0.00302619162342967,0.320447477667513,-0.60488967092905,0.627665369587771
"LIC","Tech",2,0.000153348041814998,0.168597915748516,-0.324536987495513,0.31831245759841
"LIC","Tech",3,-0.0319155888616364,0.117478348393693,-0.256598347987999,0.192682380157045
"LIC","Tech",4,-0.15795335972022,0.0914517736007107,-0.33489296674198,0.0216437973059492
"LIC","Tech",5,-0.197990572059049,0.0738832396962979,-0.336553592122145,-0.0514966573071932
"LIC","Terror",-5,0.116275168625201,0.314327405483342,-0.478786946293593,0.70247875354384
"LIC","Terror",-4,-0.0190552907371532,0.398252893865114,-0.745298749659755,0.73536988849842
"LIC","Terror",-3,-0.0203478535892361,0.40694213048646,-0.779509076867413,0.756469335066811
"LIC","Terror",-2,-0.0280505650475922,0.457650220102896,-0.897510721511628,0.837583836245648
"LIC","Terror",-1,-0.0235975158538943,0.391634689334927,-0.811834509045179,0.716175049437061
"LIC","Terror",1,-0.0140378642582287,0.410984646732028,-0.834356371193624,0.793822516842442
"LIC","Terror",2,-0.0153586602818168,0.468576036861777,-0.887286365131449,0.896938844287348
"LIC","Terror",3,-0.0192526042925772,0.411104043477192,-0.778170250306822,0.780808675565859
"LIC","Terror",4,-0.02042778450085,0.412654997174492,-0.758102460181036,0.769696471638909
"LIC","Terror",5,-0.0170322118564722,0.342965842727248,-0.631261543479694,0.65722363323167
"LMC","Climate",-5,0.271154012704296,0.068227530493277,0.1283178992467,0.401188255333087
"LMC","Climate",-4,0.000313056504452669,0.0886031359687346,-0.183418052301522,0.173428193747553
"LMC","Climate",-3,0.000554073778297718,0.112130624695923,-0.226808613427669,0.219332365153142
"LMC","Climate",-2,-0.000330911685082058,0.159011990027563,-0.332994459406448,0.303990373707192
"LMC","Climate",-1,-0.00203758987864315,0.341015611490682,-0.683484509247455,0.64576537126266
"LMC","Climate",1,-0.00582634069805784,0.340157644840885,-0.664211638852795,0.647158917819223
"LMC","Climate",2,0.00084508032080453,0.159675142162381,-0.318967420067151,0.326162921499443
"LMC","Climate",3,-0.0437198310817376,0.113159683465781,-0.267490426920935,0.183579145840679
"LMC","Climate",4,-0.233642939134156,0.0864946015234031,-0.407630948055131,-0.0603115218055709
"LMC","Climate",5,-0.2904373945149,0.0699558729360748,-0.43027092763397,-0.148056303649974
"LMC","Diseases",-5,0.512462668904298,0.20659405277789,0.103674497739232,0.896093522582461
"LMC","Diseases",-4,-0.0132082695700485,0.327926532960242,-0.646149065754948,0.618123375437815
"LMC","Diseases",-3,-0.0147286475455871,0.355838328397711,-0.702184229235896,0.688866034979874
"LMC","Diseases",-2,-0.0167591067344311,0.650799682322354,-1.30479830344168,1.20269144506794
"LMC","Diseases",-1,-0.0116238393873614,0.536135202084524,-1.07858144108515,0.989486869181366
"LMC","Diseases",1,-0.00421440521022767,0.52929303282621,-1.06595526032315,1.01606846217546
"LMC","Diseases",2,-0.00322609173637779,0.649511354921378,-1.28228892606197,1.28664887784422
"LMC","Diseases",3,-0.00276483669945539,0.356586429519711,-0.683852939713984,0.727573627800273
"LMC","Diseases",4,-0.00294886518837071,0.331565079667789,-0.669842633253348,0.656862853814275
"LMC","Diseases",5,-0.00336032995787491,0.235197600668385,-0.474755415867573,0.458338570928642
